1	v1	1	1	1	2	-1.33972	-0.687816731	1.301362
1	v2	1	1	1	2	-0.9681416	-1.296408578	1.4095359
1	v3	1	1	1	2	-1.6441925	0.421866984	1.0457118
1	v4	1	1	1	2	-2.1046048	0.401419518	1.2631486
1	v5	1	1	1	2	-1.5894476	-1.354545192	2.4277959
1	v6	1	1	1	2	-1.7215971	-0.557719414	1.6699512
1	v7	1	1	1	2	-1.132212	-0.258087069	3.1226192
1	v8	1	1	1	2	-1.7058712	-1.561495283	2.089651
1	v9	1	1	1	2	-2.7930563	0.730972232	1.172468
1	v10	1	1	1	2	-1.6562884	-0.142625565	1.1026733
0	Group1	1	1	1	121	6.00000e+000	0.00000e+000	1.00000e+000	3.41057e-017	1.33514e-016	3.87975e-016	1.07855e-015	2.97704e-015	8.11718e-015	2.18335e-014	5.90342e-014	1.63681e-013	4.61735e-013	1.30634e-012	3.67039e-012	1.02160e-011	2.82577e-011	7.78718e-011	2.13766e-010	5.80961e-010	1.55003e-009	4.06506e-009	1.06478e-008	2.84051e-008	7.70706e-008	2.07513e-007	5.36915e-007	1.31424e-006	3.06881e-006	6.91377e-006	1.50562e-005	3.16111e-005	6.34028e-005	1.20392e-004	2.18559e-004	3.85586e-004	6.57223e-004	1.07183e-003	1.66231e-003	2.44257e-003	3.42365e-003	4.61660e-003	6.02057e-003	7.63934e-003	9.46070e-003	1.14381e-002	1.35318e-002	1.56619e-002	1.76401e-002	1.92127e-002	2.01293e-002	2.02612e-002	1.97502e-002	1.90553e-002	1.88523e-002	1.98855e-002	2.28532e-002	2.81001e-002	3.47446e-002	3.98418e-002	4.01319e-002	3.59596e-002	3.10729e-002	2.85378e-002	2.91866e-002	3.22844e-002	3.59848e-002	3.81366e-002	3.78318e-002	3.58888e-002	3.37160e-002	3.22310e-002	3.16177e-002	3.15165e-002	3.12540e-002	3.00683e-002	2.74302e-002	2.33545e-002	1.84370e-002	1.35071e-002	9.21322e-003	5.88214e-003	3.54391e-003	2.03235e-003	1.12355e-003	6.08015e-004	3.22631e-004	1.66721e-004	8.38121e-005	4.09059e-005	1.93967e-005	9.00698e-006	4.10092e-006	1.81521e-006	7.74538e-007	3.16395e-007	1.24390e-007	4.81447e-008	1.85780e-008	7.10460e-009	2.68499e-009	1.00261e-009	3.71266e-010	1.38222e-010	5.19040e-011	1.94209e-011	7.15664e-012	2.60368e-012	9.40814e-013	3.45352e-013	1.30861e-013	5.00177e-014	1.89700e-014	7.09334e-015	2.59516e-015	9.37588e-016	3.42356e-016	1.24866e-016	4.44461e-017	1.55346e-017	5.41798e-018	1.84409e-018	5.63584e-019	7.56233e-020
