0 0 0 0 0 0 0 1 1 1 0 -2.4
0 0 0 0 1 0 0 0 0 0 1 -2.4
1 0 0 0 0 0 1 0 0 0 2 -2.4
0 1 0 0 0 0 0 0 1 0 3 -2.2
0 0 0 0 0 0 0 0 0 0 4 -2.1
0 0 1 0 1 0 0 0 0 0 5 -2.1
0 1 0 0 0 0 0 0 0 0 6 -2
1 0 0 0 0 0 1 0 1 0 7 -2
0 0 0 0 0 0 0 0 0 0 8 -1.9
0 0 1 0 0 0 0 0 0 0 9 -1.9
1 1 0 0 0 0 0 0 0 0 10 -1.9
0 1 0 0 0 0 0 0 1 0 11 -1.9
0 0 0 0 0 1 0 1 0 0 12 -1.9
0 0 1 0 0 0 0 0 0 0 13 -1.8
0 0 1 1 0 0 0 0 0 0 14 -1.8
0 0 0 0 0 0 0 0 0 0 15 -1.8
0 0 0 0 0 1 1 0 0 0 16 -1.8
0 0 0 0 0 0 0 0 0 0 17 -1.8
0 0 0 0 0 1 0 0 0 0 18 -1.8
1 0 0 0 0 0 0 1 0 0 19 -1.8
1 0 1 1 1 1 0 0 0 1 20 -1.8
0 0 0 1 1 1 0 0 0 0 21 -1.8
0 0 0 0 0 0 0 0 1 0 22 -1.8
0 0 0 0 0 0 0 1 0 0 23 -1.7
0 1 0 1 1 1 0 0 0 0 24 -1.7
0 1 0 1 0 1 0 0 1 0 25 -1.7
0 0 0 0 0 0 1 0 0 1 26 -1.6
0 0 0 0 0 1 0 0 0 0 27 -1.6
0 1 0 0 0 0 0 1 0 1 28 -1.6
1 0 0 0 0 0 0 0 0 0 29 -1.6
0 0 0 0 0 0 1 0 0 1 30 -1.6
0 1 1 0 0 0 0 0 0 0 31 -1.6
0 1 0 1 0 1 0 0 0 0 32 -1.6
0 0 1 1 0 0 0 0 0 0 33 -1.6
0 0 0 0 0 0 1 0 1 0 34 -1.5
0 0 1 0 0 1 0 0 1 0 35 -1.5
1 0 1 0 0 0 0 0 0 1 36 -1.5
1 0 1 0 1 0 0 0 0 0 37 -1.5
1 0 1 0 0 0 0 0 0 0 38 -1.5
0 0 1 1 0 0 0 0 0 0 39 -1.4
0 0 0 0 0 0 1 0 0 0 40 -1.4
0 1 0 1 0 1 0 0 0 0 41 -1.4
0 1 1 0 1 0 0 0 0 0 42 -1.4
0 1 0 0 0 1 0 0 1 0 43 -1.4
0 0 0 0 0 0 0 0 0 0 44 -1.4
0 0 1 0 0 0 0 0 0 1 45 -1.4
0 0 1 1 1 0 0 0 0 0 46 -1.4
0 0 0 0 0 0 0 0 1 0 47 -1.4
0 1 0 0 0 0 0 0 0 0 48 -1.4
0 0 0 0 1 0 0 0 1 0 49 -1.3
0 0 0 1 0 0 0 0 1 0 50 -1.3
0 0 1 0 1 0 0 0 0 0 51 -1.3
0 0 0 0 1 1 1 0 0 1 52 -1.3
0 0 0 0 1 0 0 0 1 0 53 -1.3
0 0 1 1 1 0 0 0 0 0 54 -1.3
0 0 1 0 0 0 0 0 1 1 55 -1.3
1 1 0 0 0 0 0 0 1 0 56 -1.3
0 0 1 1 0 0 1 0 0 0 57 -1.3
0 0 1 1 0 0 1 0 1 0 58 -1.3
1 0 1 0 0 0 0 0 0 0 59 -1.3
1 0 0 0 1 1 0 0 0 0 60 -1.2
0 0 1 0 0 0 0 0 0 0 61 -1.2
0 0 0 0 0 1 0 0 0 0 62 -1.2
0 0 1 0 0 1 0 0 0 1 63 -1.2
0 1 1 0 0 0 1 0 0 0 64 -1.2
0 1 0 0 1 0 0 0 0 0 65 -1.2
1 0 0 0 0 0 0 0 1 0 66 -1.2
0 0 1 0 1 0 1 0 1 0 67 -1.2
0 0 0 0 0 0 1 0 1 0 68 -1.2
0 0 1 1 1 1 1 0 1 0 69 -1.1
0 0 1 0 0 0 0 0 0 1 70 -1.1
0 0 1 1 0 0 0 0 1 0 71 -1.1
0 0 0 0 0 0 0 0 0 1 72 -1.1
1 0 1 0 0 0 0 0 0 0 73 -1.1
1 0 0 1 0 0 0 0 1 0 74 -1.1
1 0 0 0 0 0 0 0 0 0 75 -1.1
0 0 0 1 0 1 0 0 1 1 76 -1.1
0 0 0 0 1 0 0 0 0 0 77 -1
0 0 0 0 0 0 0 0 0 1 78 -1
1 0 0 0 0 0 0 0 0 1 79 -1
0 1 0 1 1 0 0 0 1 0 80 -1
0 1 0 0 1 0 1 0 1 0 81 -1
0 1 1 0 0 0 0 0 0 1 82 -1
0 1 1 1 0 1 0 0 0 0 83 -1
0 0 1 1 0 0 1 0 1 1 84 -1
0 0 1 0 0 0 0 0 0 1 85 -0.9
0 0 0 1 0 0 1 0 1 0 86 -0.9
0 0 0 1 0 0 1 0 1 1 87 -0.9
0 1 1 1 0 0 0 0 0 0 88 -0.9
0 1 1 1 0 1 0 0 1 0 89 -0.9
0 0 0 0 0 0 0 0 0 0 90 -0.9
0 1 0 1 0 0 0 1 1 1 91 -0.9
1 0 1 1 0 0 0 1 1 0 92 -0.9
0 0 1 1 0 0 0 0 1 1 93 -0.9
1 0 1 1 0 0 0 0 0 1 94 -0.9
1 0 0 1 0 0 0 0 0 0 95 -0.9
1 0 1 0 0 0 0 0 1 0 96 -0.9
0 1 0 0 0 0 0 0 1 1 97 -0.9
1 0 0 1 0 0 1 0 1 0 98 -0.9
0 0 0 1 0 1 0 0 0 0 99 -0.8
1 0 0 1 0 0 0 0 1 1 100 -0.8
1 0 0 0 0 1 0 0 1 0 101 -0.8
0 0 0 1 0 0 0 0 0 0 102 -0.8
1 0 0 0 0 0 1 0 0 1 103 -0.8
0 1 1 1 0 0 1 0 1 0 104 -0.8
0 1 1 0 0 0 1 0 1 0 105 -0.8
1 0 0 0 0 1 0 0 1 1 106 -0.8
0 0 0 0 0 0 1 0 1 0 107 -0.8
0 0 1 1 0 0 1 0 1 0 108 -0.7
1 0 0 1 0 0 0 1 0 0 109 -0.7
1 0 0 0 1 1 0 0 0 0 110 -0.7
1 0 0 1 0 0 0 0 1 0 111 -0.7
0 1 0 0 0 1 0 0 1 0 112 -0.7
0 0 1 1 0 0 0 0 0 1 113 -0.7
1 0 0 1 1 1 0 0 1 1 114 -0.7
0 1 0 0 0 0 1 0 1 1 115 -0.7
0 0 0 1 0 1 0 0 0 0 116 -0.7
0 1 0 1 0 0 0 0 1 1 117 -0.7
0 0 0 0 0 1 0 0 0 0 118 -0.7
0 1 0 1 0 0 0 1 0 1 119 -0.7
1 0 0 1 1 1 0 1 1 0 120 -0.7
1 1 0 0 0 0 0 0 0 1 121 -0.6
0 0 0 0 0 1 0 0 0 1 122 -0.6
0 0 0 0 0 0 0 0 0 0 123 -0.6
0 1 0 1 1 0 0 0 1 0 124 -0.6
0 0 1 1 0 0 0 0 1 0 125 -0.6
0 1 0 1 0 0 0 0 1 0 126 -0.6
0 0 0 1 0 1 0 0 1 1 127 -0.6
0 1 0 1 0 0 0 0 1 0 128 -0.6
0 1 1 0 0 0 0 0 1 1 129 -0.6
1 0 1 1 0 1 1 0 1 0 130 -0.6
1 1 1 1 0 0 0 0 1 0 131 -0.6
0 0 1 1 0 0 1 0 1 0 132 -0.6
0 0 0 1 1 1 1 0 1 1 133 -0.6
1 0 0 0 1 1 1 1 0 0 134 -0.6
0 0 0 0 0 0 0 1 1 1 135 -0.6
1 0 1 0 0 0 0 0 1 0 136 -0.5
0 1 0 1 0 0 0 0 0 1 137 -0.5
0 0 1 1 0 0 0 0 0 0 138 -0.5
0 0 1 1 0 0 0 1 1 0 139 -0.5
0 0 1 0 0 1 0 0 1 1 140 -0.5
1 0 1 0 0 1 0 0 1 0 141 -0.5
0 0 1 1 0 0 0 1 1 0 142 -0.5
1 1 1 0 0 0 0 0 1 0 143 -0.5
0 0 1 0 0 0 1 0 1 0 144 -0.5
0 0 1 1 0 0 1 0 0 0 145 -0.5
0 1 1 0 1 1 1 1 0 1 146 -0.5
0 1 1 0 0 0 0 0 1 0 147 -0.5
0 1 1 1 0 0 1 0 1 1 148 -0.5
0 0 0 0 0 0 1 0 1 0 149 -0.5
1 0 0 1 0 0 0 0 1 0 150 -0.5
0 1 0 1 0 0 1 0 0 1 151 -0.5
0 0 1 0 1 0 0 1 1 0 152 -0.5
0 0 1 1 1 1 0 0 1 0 153 -0.4
1 1 1 1 0 1 0 0 0 0 154 -0.4
1 1 1 1 0 0 1 0 0 0 155 -0.4
1 0 1 0 1 0 0 0 0 1 156 -0.4
1 0 1 0 0 0 1 0 0 0 157 -0.4
0 1 1 1 1 0 0 0 1 0 158 -0.4
0 0 1 0 1 0 0 0 1 1 159 -0.4
0 0 1 1 0 0 1 0 0 0 160 -0.4
1 0 1 0 0 0 1 0 1 1 161 -0.4
0 0 1 0 1 0 0 0 0 1 162 -0.4
0 1 1 0 0 0 0 0 0 0 163 -0.4
1 0 0 1 1 1 0 1 1 0 164 -0.4
1 1 1 1 0 1 0 0 1 1 165 -0.4
1 0 1 1 0 0 1 0 1 0 166 -0.4
1 1 1 1 0 0 0 0 1 0 167 -0.4
1 0 1 0 1 0 0 0 0 1 168 -0.4
0 1 1 0 0 0 0 1 1 1 169 -0.4
0 1 1 1 1 0 0 0 0 0 170 -0.4
0 0 1 1 0 0 0 1 1 1 171 -0.4
0 0 1 1 1 1 1 0 0 1 172 -0.4
1 0 1 0 0 0 1 0 1 1 173 -0.3
1 1 0 0 1 1 1 0 0 1 174 -0.3
0 1 0 1 0 0 0 0 1 0 175 -0.3
0 1 0 1 0 0 0 0 1 1 176 -0.3
0 0 1 1 0 1 1 0 1 1 177 -0.3
0 0 0 0 0 0 1 1 1 0 178 -0.3
0 1 1 1 0 1 1 0 0 0 179 -0.3
1 0 1 1 0 0 0 1 0 0 180 -0.3
0 0 0 0 1 1 0 0 0 1 181 -0.3
0 0 0 1 0 0 1 1 0 0 182 -0.3
0 1 0 1 0 1 0 0 0 1 183 -0.3
1 1 0 0 1 1 0 0 0 0 184 -0.3
1 0 1 1 0 0 0 1 0 1 185 -0.3
1 0 1 1 0 0 0 0 0 0 186 -0.3
0 0 0 1 1 1 0 1 1 0 187 -0.3
0 1 0 1 0 1 0 0 1 0 188 -0.2
