0	0	0	0	0	1	-1.895066
0	0	0	0	0	2	-1.895066
0	0	0	0	0	3	-1.895066
0	0	0	0	1	4	-1.47933
0	0	0	0	1	5	-1.47933
0	0	0	0	1	6	-1.47933
0	0	0	0	1	7	-1.47933
0	0	0	0	1	8	-1.47933
0	0	0	0	1	9	-1.47933
0	0	0	1	0	10	-1.459314
0	0	0	1	0	11	-1.459314
0	0	0	1	1	12	-1.041308
0	0	0	1	1	13	-1.041308
0	0	0	1	1	14	-1.041308
0	0	0	1	1	15	-1.041308
0	0	0	1	1	16	-1.041308
0	0	0	1	1	17	-1.041308
0	0	0	1	1	18	-1.041308
0	0	0	1	1	19	-1.041308
0	0	0	1	1	20	-1.041308
0	0	0	1	1	21	-1.041308
0	0	0	1	1	22	-1.041308
0	0	1	0	0	23	-1.330471
0	0	1	0	1	24	-0.910912
0	0	1	1	0	25	-0.890573
0	0	1	1	0	26	-0.890573
0	0	1	1	0	27	-0.890573
0	0	1	1	1	28	-0.462765
0	0	1	1	1	29	-0.462765
0	0	1	1	1	30	-0.462765
0	0	1	1	1	31	-0.462765
0	1	0	0	0	32	-1.437517
0	1	0	0	1	33	-1.019272
0	1	0	0	1	34	-1.019272
0	1	0	0	1	35	-1.019272
0	1	0	0	1	36	-1.019272
0	1	0	0	1	37	-1.019272
0	1	0	0	1	38	-1.019272
0	1	0	0	1	39	-1.019272
0	1	0	0	1	40	-1.019272
0	1	0	1	1	41	-0.573599
0	1	0	1	1	42	-0.573599
0	1	0	1	1	43	-0.573599
0	1	0	1	1	44	-0.573599
0	1	0	1	1	45	-0.573599
0	1	0	1	1	46	-0.573599
0	1	0	1	1	47	-0.573599
0	1	0	1	1	48	-0.573599
0	1	0	1	1	49	-0.573599
0	1	0	1	1	50	-0.573599
0	1	0	1	1	51	-0.573599
0	1	0	1	1	52	-0.573599
0	1	0	1	1	53	-0.573599
0	1	0	1	1	54	-0.573599
0	1	0	1	1	55	-0.573599
0	1	0	1	1	56	-0.573599
0	1	1	0	1	57	-0.440074
0	1	1	0	1	58	-0.440074
0	1	1	0	1	59	-0.440074
0	1	1	1	0	60	-0.4192
0	1	1	1	0	61	-0.4192
0	1	1	1	1	62	0.02292
0	1	1	1	1	63	0.02292
0	1	1	1	1	64	0.02292
0	1	1	1	1	65	0.02292
0	1	1	1	1	66	0.02292
0	1	1	1	1	67	0.02292
0	1	1	1	1	68	0.02292
0	1	1	1	1	69	0.02292
0	1	1	1	1	70	0.02292
0	1	1	1	1	71	0.02292
0	1	1	1	1	72	0.02292
0	1	1	1	1	73	0.02292
