0 1 1 1 0 0 0 1 0 0 1 1 1 0 0.758814 -1.3467 1.84002 -0.221942 -0.741875 -0.592843 0.133935 -1.2194
1 1 1 1 0 1 1 1 1 1 1 1 1 1 0.758814 -0.0466565 1.25376 -0.0237532 -0.24093 -0.526185 0.133935 0.426481
0 1 1 1 0 0 0 1 0 0 0 0 1 2 0.758814 -0.521558 0.993891 -1.09216 0.383654 -0.948336 0.133935 -0.814669
1 1 1 1 1 1 1 1 0 1 1 1 1 3 0.758814 1.30829 -0.344115 1.14286 -0.421601 -1.04859 0.133935 0.852573
1 1 1 1 1 1 0 1 0 0 1 1 1 4 0.758814 -0.328195 1.01783 1.31238 -0.499301 0.351657 0.133935 -0.328499
1 0 1 1 1 1 1 1 1 0 1 1 1 5 0.758814 0.635617 -0.336032 1.37455 -0.560991 -0.660738 0.133935 0.55225
1 1 1 1 1 0 1 1 1 1 1 1 1 6 0.758814 1.4173 0.337831 -0.438285 0.280197 0.0530008 0.133935 0.93416
0 1 1 1 1 0 1 1 0 0 1 1 1 7 0.758814 0.414669 -0.528429 -0.150736 0.511683 -0.981376 0.133935 -0.113759
1 1 1 1 1 1 1 1 1 1 1 1 1 8 0.758814 0.796625 1.73934 -0.348375 0.653774 0.255127 0.133935 0.404093
0 0 1 1 0 0 1 1 1 1 0 0 1 9 0.758814 -0.817808 0.134804 0.256982 0.857489 -0.928005 0.133935 -1.48368
0 0 0 0 0 0 0 1 0 0 0 1 2 10 0.494374 -1.38397 -0.147536 -1.79095 0.0552441 0.59266 0.987606 -0.371611
0 0 0 0 0 0 0 1 1 0 1 1 2 11 0.494374 -1.77732 -2.2903 -0.298255 1.8375 0.945789 0.987606 -0.278697
1 1 1 1 0 0 0 1 0 1 1 1 2 12 0.494374 0.42578 0.720311 -0.393352 0.154498 0.808063 0.987606 -1.01945
0 0 1 0 0 1 1 1 0 1 1 1 2 13 0.494374 -0.501775 -0.519674 0.242007 0.747144 0.761723 0.987606 -2.04405
0 0 1 1 0 0 0 1 0 1 1 1 2 14 0.494374 -0.361755 -0.654641 -1.00249 -1.5842 0.592199 0.987606 1.7436
1 1 1 1 0 0 1 1 1 1 1 1 2 15 0.494374 0.972345 0.677373 -0.970658 1.01866 0.526692 0.987606 0.606101
0 0 0 1 0 0 0 0 0 0 1 1 2 16 0.494374 -0.903564 -0.629254 0.383169 0.0465427 1.22556 0.987606 -0.453442
0 0 1 1 0 1 1 1 1 0 1 1 2 17 0.494374 0.213231 -0.557823 0.0579859 0.5187 -1.15578 0.987606 0.575145
1 1 1 1 0 0 1 1 0 1 1 1 2 18 0.494374 0.795968 0.917711 -2.86283 -0.798249 1.80693 0.987606 1.22185
0 0 0 0 0 0 0 0 0 0 0 0 2 19 0.494374 -1.66558 -0.478512 0.0466907 -0.379273 0.184519 0.987606 -1.83037
0 0 0 0 0 0 0 0 0 1 0 0 3 20 -1.40503 0.61742 -0.679532 -1.39189 -1.50216 -0.280472 -1.3745 1.17883
0 0 0 1 0 0 1 1 1 1 0 1 3 21 -1.40503 0.737931 -0.791079 -0.0504544 1.85481 0.108914 -1.3745 0.515776
0 1 0 0 0 0 0 0 0 0 0 0 3 22 -1.40503 -1.11433 1.33434 0.0671681 -0.163415 0.0121339 -1.3745 0.66792
0 0 0 0 0 0 0 0 0 1 0 1 3 23 -1.40503 0.448835 -0.0768194 0.18564 -0.830395 -1.10727 -1.3745 1.84006
0 0 1 1 0 1 1 1 1 1 1 1 3 24 -1.40503 2.5817 -1.13665 -0.686922 0.0752597 -0.951947 -1.3745 0.527259
0 0 0 1 1 1 1 1 0 0 0 0 3 25 -1.40503 0.0415754 0.679362 1.58784 0.316889 -0.822736 -1.3745 0.834913
0 0 0 0 0 0 0 0 0 0 0 0 3 26 -1.40503 -0.356572 0.0544651 0.160302 -0.263619 -1.66369 -1.3745 -0.891584
0 0 0 1 0 0 0 0 0 0 1 1 3 27 -1.40503 0.519314 -1.79512 0.321491 0.343217 0.595305 -1.3745 0.42779
0 0 0 1 0 0 0 0 0 0 0 1 3 28 -1.40503 -0.529767 -0.826169 -0.0918825 0.818837 0.119342 -1.3745 0.233872
0 0 0 1 0 1 0 1 0 0 0 1 3 29 -1.40503 0.142691 -0.353634 2.51488 1.26653 1.1266 -1.3745 0.195032
1 0 0 1 0 1 0 1 0 0 1 1 4 30 1.28203 -0.872861 -2.15378 1.05091 -0.750932 1.78121 1.1276 -0.127528
1 1 1 1 1 1 1 1 0 1 1 1 4 31 1.28203 1.55924 0.879505 0.836307 -1.88966 -0.945952 1.1276 2.32295
0 1 0 1 1 1 1 1 0 1 1 1 4 32 1.28203 -0.230756 -0.35718 -0.00998844 0.847714 0.415292 1.1276 0.232779
1 1 1 1 1 1 1 1 0 1 0 1 4 33 1.28203 -0.0262433 -0.704556 -0.605683 2.30562 -0.79911 1.1276 0.80798
0 0 0 1 1 1 1 1 0 1 1 1 4 34 1.28203 -1.33672 -0.183191 1.03483 0.83277 0.927476 1.1276 -1.24038
0 0 0 1 0 1 1 1 1 0 0 0 4 35 1.28203 -1.58516 -1.11766 1.12143 0.473144 -1.05704 1.1276 -1.23335
1 1 1 1 1 1 1 1 1 1 1 1 4 36 1.28203 2.19085 -0.713277 -0.0785293 -0.32924 2.19297 1.1276 1.00167
0 1 0 1 1 1 1 1 0 0 1 1 4 37 1.28203 -0.925179 0.0025288 0.588486 0.511206 1.5232 1.1276 -0.38094
1 0 1 1 0 1 1 1 0 1 1 1 4 38 1.28203 2.15276 -0.569281 -1.19029 -0.496224 0.344661 1.1276 0.505093
0 0 1 1 0 1 1 1 0 1 1 1 4 39 1.28203 -0.327665 -0.785488 0.494979 -2.27153 0.54543 1.1276 -2.42417
0 1 1 1 0 0 1 1 0 1 1 1 5 40 0.490449 1.01495 -0.0184058 -1.15578 -2.02328 1.03134 0.298413 0.414194
1 1 1 1 1 1 1 1 0 1 1 1 5 41 0.490449 2.20707 1.02355 -0.849984 -1.43681 1.58503 0.298413 2.05648
0 0 1 1 1 1 1 1 0 1 1 1 5 42 0.490449 1.85354 -0.502304 1.53291 -1.45252 0.416442 0.298413 1.16138
1 1 1 1 1 0 1 1 0 1 1 1 5 43 0.490449 1.7944 -0.359311 0.740214 -1.15316 1.09876 0.298413 1.53375
1 0 1 1 0 0 1 1 1 0 1 1 5 44 0.490449 0.980267 -0.0902491 0.219917 0.168032 -0.561508 0.298413 -0.00924341
0 0 0 0 0 0 0 0 0 0 0 1 5 45 0.490449 -2.16458 -0.456724 0.39829 -0.304794 0.216263 0.298413 -0.447713
1 0 1 1 1 0 1 1 0 1 1 1 5 46 0.490449 1.428 -0.227227 -0.157354 -1.68858 -0.35698 0.298413 0.605789
0 0 0 1 0 0 1 1 1 1 1 1 5 47 0.490449 0.155691 -1.99231 -0.737633 0.564416 1.78978 0.298413 -0.372408
0 1 1 1 0 0 1 1 0 1 0 1 5 48 0.490449 0.828604 -0.819662 -2.38397 0.0161389 -0.692702 0.298413 -0.3279
1 0 0 1 1 1 0 0 0 0 1 1 5 49 0.490449 -0.703336 0.106435 0.884979 -0.283375 0.884095 0.298413 -0.472884
0 0 1 1 0 0 0 1 0 0 0 1 6 50 -0.357781 0.219625 0.0371292 0.533462 0.0235167 -0.726649 0.0216266 0.708418
0 0 1 1 0 1 0 0 0 0 0 0 6 51 -0.357781 -0.181224 -0.969422 1.4391 -0.541527 -0.931182 0.0216266 0.0136312
0 0 1 0 0 1 1 0 0 0 0 0 6 52 -0.357781 -1.77879 0.164082 0.953867 0.83671 0.399086 0.0216266 -1.76217
1 1 1 1 0 1 1 0 0 0 1 1 6 53 -0.357781 0.349773 1.20788 1.83865 0.092342 0.47574 0.0216266 0.92369
0 0 0 0 0 0 0 0 0 0 0 0 6 54 -0.357781 -0.850116 -1.71578 -1.64329 -0.642804 -1.20156 0.0216266 -1.67633
1 0 1 1 0 0 0 1 0 0 0 1 6 55 -0.357781 -0.463714 0.796725 -0.774146 -2.03951 0.0457698 0.0216266 1.76149
0 0 0 0 0 0 1 1 0 1 0 1 6 56 -0.357781 -0.925948 -0.624955 -0.507544 0.67561 0.651752 0.0216266 -1.5784
0 0 0 0 0 0 0 0 0 0 0 1 6 57 -0.357781 -1.72646 0.270272 -0.482261 -0.384779 0.997839 0.0216266 -0.470871
0 0 1 0 0 1 1 1 1 1 0 1 6 58 -0.357781 0.479003 -0.0515529 0.0846239 0.620145 0.381357 0.0216266 0.945718
0 0 1 0 0 1 1 0 0 0 1 1 6 59 -0.357781 -0.0948349 1.25946 0.345286 -0.238092 0.256656 0.0216266 0.613044
1 0 1 1 0 0 1 1 1 1 1 1 7 60 1.11947 -0.358886 0.21038 -0.14536 1.44275 -0.944041 0.796473 -1.09406
1 1 1 1 1 1 1 1 0 1 1 1 7 61 1.11947 0.532159 1.60761 -0.505282 0.2409 -0.163635 0.796473 0.905219
