0 0 0 0 0 0 0 0 0 0 0 1 1 0 0.0349982 -2.48174 -0.327873 -0.0372003 -0.0996659 0.577797 -1.67209
1 1 1 1 1 0 1 1 1 1 1 1 1 1 0.0349982 1.79876 -0.418147 2.27291 -0.634078 1.95454 -0.911372
0 1 1 0 0 0 1 1 0 1 1 1 1 2 0.0349982 0.266336 0.850062 -0.198986 -1.06187 1.35659 -0.101768
0 1 0 1 0 1 1 0 0 0 0 1 1 3 0.0349982 -0.297251 1.77377 -0.768499 -0.216337 -0.427765 0.744213
0 0 0 0 0 0 0 1 1 0 0 0 1 4 0.0349982 -0.392588 -1.49136 -0.995832 0.696593 -0.828922 0.0853026
0 1 1 1 0 0 1 1 0 0 1 1 1 5 0.0349982 1.22465 0.0293346 -0.720851 -0.0455733 -1.11786 -0.483892
0 0 1 1 0 0 1 1 1 0 0 1 1 6 0.0349982 -0.088289 -0.309508 -0.00847517 -0.0148282 -0.980612 0.010542
0 0 1 1 1 0 1 0 0 0 1 1 1 7 0.0349982 1.01586 -0.644299 0.551936 -1.30318 -1.89518 0.225488
1 1 1 1 0 0 1 1 0 1 1 1 1 8 0.0349982 0.0933018 0.922977 0.295862 -0.258248 0.61675 -0.426353
1 0 1 1 0 0 1 1 1 1 1 1 1 9 0.0349982 -0.389929 1.74164 -0.396651 0.310903 0.385424 0.25886
1 0 1 0 0 0 0 1 1 0 0 1 2 10 -0.0568654 -0.948668 1.75759 0.187355 0.799974 0.699409 0.165227
1 1 0 1 0 0 0 1 1 1 1 1 2 11 -0.0568654 0.792785 0.0782549 -2.38484 1.03913 0.187425 -0.269544
0 0 0 0 0 0 1 0 0 0 0 0 2 12 -0.0568654 -0.575983 -0.221856 0.802582 0.507594 -2.92303 0.123899
0 0 0 1 0 1 0 1 0 0 0 1 2 13 -0.0568654 -1.76302 -1.08237 1.46674 1.14705 0.250589 -0.0857537
0 0 0 1 1 1 1 0 0 0 0 1 2 14 -0.0568654 0.00218273 -0.276752 0.920478 -0.906737 -1.17318 -0.274275
0 1 0 1 0 0 0 1 0 0 0 0 2 15 -0.0568654 -0.990995 0.300841 0.748119 -0.167834 -1.24644 -1.62912
1 1 1 0 0 0 0 1 0 0 0 0 2 16 -0.0568654 -0.961068 2.36997 -0.916888 1.02774 -0.941198 0.374261
1 1 1 1 1 1 1 1 1 1 1 1 2 17 -0.0568654 2.2229 0.148745 -1.00542 1.21391 -1.06911 0.56749
0 1 1 1 1 1 1 1 1 1 1 1 2 18 -0.0568654 1.82207 -0.111146 1.36814 0.924598 -0.614361 0.765922
