1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0.989232 1.51844 0.21136 0.357649 
0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -0.178498 -0.547409 -1.13614 0.803871 
0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 -0.350941 -0.606447 -0.142883 -0.632081 
0 0 0 1 0 0 1 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 -0.360971 -0.225353 1.99586 0.643279 
1 0 0 1 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 4 0 0 0 0 0 0 0 0 0 0 -0.88198 0.604914 0.3429 0.166679 
0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 5 0 0 0 0 0 0 0 0 0 0 -0.906888 1.5639 -1.2898 0.620391 
0 0 1 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0.00268657 2.9217 -1.64791 -1.891 
0 0 0 1 0 1 1 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 2.02201 1.4132 0.110459 -0.682807 
0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 -1.13551 -0.459689 -0.770533 -0.897361 
0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 9 0 0 0 0 0 0 0 0 0 0 -0.659465 -0.311021 -1.61799 0.27917 
0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 0 0 10 0 0 0 0 0 0 0 0 0 0 1.50086 0.291119 0.519771 -0.324377 
0 1 0 1 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 1.33727 -0.00541291 -0.644748 0.564674 
0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 12 0 0 0 0 0 0 0 0 0 0 0.308434 -0.372903 0.0356759 -0.0799958 
0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 13 0 0 0 0 0 0 0 0 0 0 -0.290692 -0.27939 -0.285784 0.781406 
0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 -1.08578 0.767236 1.04571 -0.666531 
0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 15 0 0 0 0 0 0 0 0 0 0 -0.251788 0.335167 1.39699 -2.18977 
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 1 0 0 16 0 0 0 0 0 0 0 0 0 0 1.4953 -0.517902 -1.18616 -0.060868 
0 0 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 1 0 0 1 0 17 0 0 0 0 0 0 0 0 0 0 -0.0706101 0.634064 -0.436082 -0.0830053 
0 0 0 1 0 0 1 1 0 1 1 0 0 1 0 1 0 1 0 1 0 1 0 0 18 0 0 0 0 0 0 0 0 0 0 -0.575971 0.871686 -0.0733717 0.30062 
0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 1 19 0 0 0 0 0 0 0 0 0 0 -1.66968 -0.857983 0.252608 1.27693 
1 1 1 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 1.44074 -0.710623 -0.465475 0.307849 
0 0 0 0 0 0 1 0 1 1 1 0 1 0 0 0 0 1 0 0 0 1 0 1 21 0 0 0 0 0 0 0 0 0 0 -1.07666 1.49886 -1.38588 -1.49443 
0 0 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 22 0 0 0 0 0 0 0 0 0 0 1.26147 -0.42401 -0.0846861 -0.0671208 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 -0.607375 -1.47992 -0.0221298 -0.293444 
0 0 0 1 0 0 0 0 0 1 1 1 0 0 1 1 0 1 1 1 1 1 0 1 24 0 0 0 0 0 0 0 0 0 0 -1.82923 1.41924 -0.587197 2.01799 
0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 25 0 0 0 0 0 0 0 0 0 0 -0.397576 -0.44281 -0.368648 -1.54455 
0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 26 0 0 0 0 0 0 0 0 0 0 1.69625 -1.13476 2.05975 1.23757 
0 0 1 0 0 0 0 0 0 1 0 0 1 1 1 1 0 1 0 0 0 1 1 0 27 0 0 0 0 0 0 0 0 0 0 -0.107729 0.185463 1.81564 -0.646448 
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 1 1 28 0 0 0 0 0 0 0 0 0 0 1.32335 0.604397 0.20002 -0.0724872 
0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 -1.05052 1.406 -0.608763 0.0060308 
0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 30 0 0 0 0 0 0 0 0 0 0 -0.514905 0.0323207 -0.528581 1.23075 
0 0 1 0 1 0 1 1 1 0 0 0 1 1 1 1 0 0 0 1 0 0 0 1 31 0 0 0 0 0 0 0 0 0 0 0.47552 0.546025 1.85975 0.384673 
0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 32 0 0 0 0 0 0 0 0 0 0 0.902617 -0.565653 0.284262 0.936244 
0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0.172177 0.875348 0.77252 -1.52348 
0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 34 0 0 0 0 0 0 0 0 0 0 -0.103354 -0.577379 -1.13626 0.394928 
0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 35 0 0 0 0 0 0 0 0 0 0 -0.204621 0.461354 -1.14607 0.845431 
0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 1 0 0 0 36 0 0 0 0 0 0 0 0 0 0 -1.41017 -0.940825 1.02287 0.67662 
0 1 0 1 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 37 0 0 0 0 0 0 0 0 0 0 0.526816 0.764604 0.120121 0.705035 
0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 0 0.422957 0.516532 -0.335185 -1.65524 
0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 39 0 0 0 0 0 0 0 0 0 0 -0.228 0.13189 1.3103 -0.110355 
0 1 0 0 0 1 0 0 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0 0 0 1.38438 1.33666 1.42419 -0.448026 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 41 0 0 0 0 0 0 0 0 0 0 -0.0861061 -1.44427 0.100415 -1.15257 
0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 42 0 0 0 0 0 0 0 0 0 0 0.0838035 1.53671 -0.578273 2.10982 
0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0 0.429312 0.204751 -0.531053 0.124666 
0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 44 0 0 0 0 0 0 0 0 0 0 -1.12323 2.40725 -0.992275 0.637147 
0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 45 0 0 0 0 0 0 0 0 0 0 0.654226 1.80228 -0.781207 -0.989611 
0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 46 0 0 0 0 0 0 0 0 0 0 -0.329785 3.05231 1.08663 0.533176 
