1 0 0 1 0 1 1 0 0 1 0 1 1 1 0 0 0 0 0 0 0 
0 1 0 1 0 1 0 0 1 1 1 1 1 1 0 1 0 0 0 0 0 
0 0 1 0 1 1 0 0 1 0 1 1 1 1 0 2 0 0 0 0 0 
0 0 0 1 0 1 0 0 0 1 1 1 1 1 0 3 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 1 1 0 1 1 0 4 0 0 0 0 0 
0 0 0 0 0 1 0 1 1 0 0 1 1 1 0 5 0 0 0 0 0 
0 0 0 1 0 1 0 0 0 1 0 1 1 1 0 6 0 0 0 0 0 
1 0 0 0 0 1 0 1 0 0 1 1 1 1 0 7 0 0 0 0 0 
0 0 1 1 0 1 0 1 1 1 1 1 1 0 0 8 0 0 0 0 0 
0 0 1 0 0 1 0 1 0 0 1 1 1 1 0 9 0 0 0 0 0 
0 1 0 1 0 1 1 0 0 1 1 1 1 1 0 10 0 0 0 0 0 
1 0 0 1 0 1 0 0 0 0 0 1 1 1 0 11 0 0 0 0 0 
1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 12 0 0 0 0 0 
0 0 1 0 0 1 0 1 0 0 1 1 0 1 0 13 0 0 0 0 0 
0 0 1 1 1 1 1 0 1 0 1 1 1 1 0 14 0 0 0 0 0 
0 1 1 1 0 1 0 0 1 1 1 0 1 0 0 15 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 16 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 1 1 0 1 1 0 17 0 0 0 0 0 
0 0 0 1 0 1 0 1 0 1 0 1 1 1 1 18 0 0 0 0 0 
0 1 1 0 0 1 0 0 1 1 1 1 1 1 0 19 0 0 0 0 0 
1 0 0 0 1 1 1 0 1 1 1 1 1 0 0 20 0 0 0 0 0 
0 0 0 1 0 1 0 1 1 0 1 1 1 1 0 21 0 0 0 0 0 
0 1 0 1 0 1 1 0 0 1 1 0 1 1 1 22 0 0 0 0 0 
1 0 1 1 0 1 0 0 0 0 1 1 1 1 0 23 0 0 0 0 0 
0 1 0 1 0 1 0 0 0 1 1 1 1 1 0 24 0 0 0 0 0 
0 0 1 0 0 1 0 0 0 1 0 1 1 1 0 25 0 0 0 0 0 
0 0 0 1 0 1 0 0 1 0 0 0 1 1 0 26 0 0 0 0 0 
0 1 0 1 1 1 0 0 0 0 0 0 1 1 0 27 0 0 0 0 0 
0 1 0 0 0 1 1 1 1 1 0 1 1 1 0 28 0 0 0 0 0 
0 0 1 1 0 1 0 0 0 1 1 1 1 1 0 29 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 1 1 1 1 0 0 30 0 0 0 0 0 
0 0 0 0 0 1 1 0 1 1 1 1 0 1 0 31 0 0 0 0 0 
1 1 0 0 0 1 0 0 0 1 1 1 1 1 1 32 0 0 0 0 0 
0 1 0 0 1 1 0 0 1 1 1 0 1 1 0 33 0 0 0 0 0 
0 0 1 0 0 1 0 0 1 0 1 1 1 1 1 34 0 0 0 0 0 
1 1 1 0 0 1 0 0 1 0 1 0 0 0 0 35 0 0 0 0 0 
0 0 0 0 1 1 0 0 1 1 0 1 1 1 0 36 0 0 0 0 0 
0 1 1 1 0 0 0 0 0 0 1 0 1 1 1 37 0 0 0 0 0 
1 0 1 1 0 1 1 0 0 0 1 1 1 1 0 38 0 0 0 0 0 
0 0 0 1 0 1 1 0 1 0 0 0 1 1 0 39 0 0 0 0 0 
0 0 1 0 0 1 0 1 0 1 0 1 1 1 0 40 0 0 0 0 0 
0 0 0 0 0 1 0 1 0 0 1 1 1 1 0 41 0 0 0 0 0 
0 0 0 0 0 1 0 1 0 0 1 1 1 0 0 42 0 0 0 0 0 
0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 43 0 0 0 0 0 
0 1 1 1 0 1 0 0 1 1 1 1 1 1 0 44 0 0 0 0 0 
0 1 0 0 1 1 1 0 1 1 1 0 1 1 1 45 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 46 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 47 0 0 0 0 0 
1 0 0 0 0 1 0 0 0 0 1 0 1 1 1 48 0 0 0 0 0 
1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 49 0 0 0 0 0 
0 1 0 1 0 1 0 0 1 1 1 1 1 1 0 50 0 0 0 0 0 
0 0 0 1 0 1 1 0 1 0 0 1 1 1 0 51 0 0 0 0 0 
0 0 1 1 0 0 0 1 0 1 1 1 1 1 0 52 0 0 0 0 0 
1 0 1 0 1 0 1 1 0 0 1 0 1 1 1 53 0 0 0 0 0 
