2 2 0 2 0 1.69411
0 0 0 0 1 -1.33926
2 2 0 0 2 -0.0399422
2 2 2 2 3 0.832132
2 1 2 2 4 -0.326936
2 1 2 0 5 -0.116669
2 2 1 1 6 0.882444
2 0 0 0 7 -0.638039
2 1 0 0 8 -1.04373
2 2 2 2 9 -0.719119
2 1 0 0 10 -1.32159
2 2 1 2 11 1.28789
2 2 0 1 12 0.275804
0 1 0 2 13 -1.13906
0 2 0 0 14 0.195558
1 2 2 2 15 0.409146
0 2 0 0 16 -0.300615
2 2 2 2 17 0.308986
2 2 2 2 18 1.23811
2 2 2 0 19 -0.283515
2 1 0 1 20 -0.0821992
2 1 0 0 21 -1.6168
2 2 0 1 22 0.0991112
2 2 1 1 23 0.381176
2 1 1 0 24 -0.636192
0 2 0 0 25 -0.711245
2 2 1 1 26 0.916274
2 0 1 2 27 0.910578
2 2 0 0 28 -0.467162
1 2 0 0 29 -0.690134
2 2 2 1 30 0.66251
2 2 0 0 31 -0.898596
2 2 0 2 32 -0.0923102
2 2 2 0 33 -1.33317
0 2 2 2 34 0.70682
0 0 0 0 35 -1.49752
1 2 1 1 36 0.328387
2 2 2 2 37 1.14848
1 2 1 0 38 0.44575
1 2 2 2 39 0.647477
0 2 0 2 40 -0.383593
2 2 0 0 41 -1.96441
2 0 0 1 42 -0.265341
2 1 2 2 43 1.55402
2 2 0 1 44 -0.245727
2 2 0 2 45 0.482875
0 1 0 1 46 -1.80346
2 2 2 1 47 0.276554
2 2 1 2 48 0.636715
2 2 0 2 49 0.526831
2 2 0 0 50 -0.839628
2 2 2 1 51 0.332599
0 0 0 1 52 -0.686039
1 2 1 0 53 0.491575
2 1 0 2 54 -0.50712
2 2 1 0 55 -1.01949
0 2 0 2 56 0.0773299
0 2 1 0 57 -0.322003
2 1 0 1 58 -0.608171
2 2 2 2 59 1.95228
2 2 1 0 60 0.390159
2 2 2 0 61 1.55076
0 1 0 0 62 -1.72028
0 2 2 0 63 -0.048335
0 1 0 0 64 -1.3061
0 2 0 2 65 -0.971431
2 2 2 2 66 0.475929
2 2 0 2 67 1.09324
2 0 0 2 68 0.0327743
2 0 0 0 69 -0.164137
2 2 1 1 70 0.922954
2 2 0 2 71 0.499515
0 0 0 0 72 -2.99013
1 2 2 0 73 0.613712
0 0 0 2 74 -0.696896
2 2 2 0 75 0.241808
2 0 0 0 76 -0.0700872
2 1 2 2 77 0.901782
0 0 1 0 78 0.0831534
0 2 0 2 79 -0.516004
1 1 2 2 80 2.09432
2 1 2 0 81 0.852951
2 2 0 2 82 -0.55478
2 1 2 2 83 1.46287
2 2 2 0 84 -0.706597
1 0 0 0 85 -0.392878
2 2 2 0 86 0.38986
2 2 2 2 87 -0.149727
0 0 0 0 88 -2.55109
0 1 1 0 89 -0.446033
2 2 2 0 90 -0.426044
0 2 0 2 91 0.0245847
2 2 0 0 92 -0.163608
2 1 0 1 93 -0.242766
2 0 2 0 94 -0.587289
1 2 2 0 95 -0.0991624
2 2 0 0 96 -0.662269
0 2 0 0 97 -1.01965
2 2 2 2 98 0.96974
2 2 2 0 99 -0.13348
0 1 0 0 100 -2.70748
2 0 0 0 101 -1.1993
2 0 0 2 102 1.36117
0 0 0 0 103 -0.726401
2 2 2 0 104 0.85879
2 2 1 1 105 1.18802
2 2 2 1 106 1.27294
2 2 0 0 107 -1.09525
2 2 2 1 108 -0.0305021
2 0 0 0 109 -0.0872841
0 2 0 0 110 0.40332
2 2 2 1 111 1.0465
1 2 2 0 112 -0.316699
0 0 0 0 113 -0.417694
2 1 0 0 114 0.18096
2 2 0 1 115 -0.00695087
2 2 0 0 116 -0.655198
2 0 0 0 117 -0.567915
2 1 1 0 118 -0.331184
2 2 1 2 119 1.0224
2 2 0 0 120 -1.16118
2 0 0 2 121 -0.0105405
2 2 2 2 122 1.29041
1 1 1 0 123 -0.797893
2 2 0 0 124 0.136253
2 2 1 0 125 -0.719214
2 2 2 2 126 1.67625
1 1 0 2 127 -0.0597943
2 0 1 0 128 0.802395
2 2 2 2 129 1.59741
1 2 2 0 130 -0.440263
2 2 0 1 131 -0.105099
2 2 2 0 132 -0.378917
2 2 2 0 133 -0.139952
2 2 0 1 134 -0.341736
1 2 0 0 135 0.0581274
2 1 1 2 136 0.548372
2 0 0 0 137 -1.31684
2 2 0 0 138 0.214369
1 0 2 1 139 0.597423
0 2 0 0 140 -1.53435
2 2 2 2 141 1.07677
2 2 2 2 142 1.81875
0 2 0 2 143 0.880665
2 2 0 0 144 -0.0411556
1 2 0 1 145 0.390476
1 1 0 1 146 -0.648222
2 0 0 0 147 -1.239
2 2 1 2 148 0.48552
2 2 0 0 149 -0.478133
1 2 2 0 150 -0.880952
2 2 1 2 151 0.43938
0 1 0 0 152 -1.49884
2 2 0 2 153 0.594737
2 2 0 0 154 -0.243143
2 1 0 2 155 -0.103721
0 2 0 2 156 0.816838
0 2 0 2 157 0.375544
2 2 1 2 158 0.512135
2 2 2 2 159 1.74707
2 2 2 0 160 0.662313
2 2 0 0 161 -0.309334
2 1 0 2 162 -0.527699
2 1 0 0 163 -1.30899
1 2 0 0 164 0.207051
1 0 1 1 165 0.223568
1 1 0 0 166 -0.592827
2 2 2 2 167 0.965387
2 0 2 2 168 1.56666
2 2 2 2 169 1.10557
0 1 1 0 170 0.0892973
2 1 2 1 171 -0.383242
2 0 0 0 172 -0.417177
2 2 2 2 173 1.34293
2 2 0 0 174 -0.611918
1 0 0 0 175 -0.583138
2 2 2 2 176 1.35461
2 0 0 1 177 -0.459327
1 2 1 1 178 -0.154616
0 0 1 1 179 -0.791529
0 2 0 0 180 -1.64806
2 2 2 0 181 -0.75113
2 2 2 0 182 1.15619
2 2 1 1 183 1.05389
2 2 2 0 184 -0.565003
0 2 2 2 185 0.21638
1 2 0 0 186 -0.938723
1 1 0 2 187 -0.0220805
2 2 0 0 188 -0.323
1 2 0 0 189 -0.614744
0 2 0 2 190 0.107573
2 2 0 2 191 0.351149
2 2 2 0 192 0.315727
2 1 0 0 193 -0.853917
1 2 2 2 194 1.18429
2 2 2 0 195 -0.0707169
2 2 0 0 196 0.65663
2 1 1 2 197 -0.386369
2 1 0 2 198 -0.735592
1 2 1 1 199 1.41503
2 1 0 0 200 0.161658
2 0 1 0 201 -1.4854
0 2 1 0 202 -1.64246
2 2 1 2 203 0.957589
1 2 1 2 204 0.559536
2 2 0 0 205 -0.701468
0 2 2 2 206 0.990417
2 2 2 0 207 0.4448
2 2 1 2 208 -0.287088
2 1 0 2 209 0.96951
2 2 2 1 210 0.273592
2 2 2 0 211 -0.559786
2 2 0 0 212 0.217658
2 2 2 0 213 0.435097
0 0 2 2 214 -0.12689
2 1 0 0 215 -1.27483
2 2 2 2 216 1.66228
0 2 0 0 217 -0.845838
2 2 2 2 218 1.41742
2 2 2 0 219 -0.404751
2 2 1 2 220 1.76681
2 1 0 0 221 -0.622358
2 2 1 0 222 0.0428757
1 2 0 0 223 -0.686457
2 2 2 2 224 0.88827
2 0 1 0 225 -0.0618763
2 2 2 2 226 2.03823
0 1 2 2 227 0.276357
2 0 2 2 228 1.34672
2 2 0 2 229 1.10418
0 0 0 0 230 -0.508324
2 2 0 0 231 0.709929
2 2 2 2 232 -0.155249
2 2 0 0 233 0.101706
2 2 1 0 234 -0.180597
1 2 2 2 235 0.996937
2 1 2 2 236 -0.6717
1 2 0 0 237 -0.899845
2 2 2 2 238 0.885191
2 1 0 0 239 -2.28446
2 2 2 2 240 0.798828
0 2 2 0 241 1.21411
2 1 0 2 242 1.81324
2 2 0 1 243 1.01714
2 0 0 0 244 -1.06068
2 2 0 0 245 -0.654756
2 0 0 0 246 -1.75976
2 2 2 2 247 1.18447
1 0 0 1 248 -1.95778
2 2 0 0 249 0.273464
2 2 2 2 250 1.60901
2 0 0 0 251 -0.755091
2 2 1 2 252 0.721601
2 2 0 0 253 -1.29702
2 2 0 2 254 -0.425041
2 2 2 1 255 -0.0979696
2 2 2 0 256 0.408413
2 2 2 0 257 1.59641
2 2 0 2 258 0.613321
2 2 0 0 259 -0.886613
2 1 0 0 260 -1.38717
2 2 1 2 261 -0.130177
2 0 0 0 262 -1.02613
2 2 2 1 263 1.48451
2 2 0 2 264 0.665222
0 2 1 1 265 -0.349138
2 2 0 0 266 0.761446
2 2 0 0 267 -1.20982
2 2 2 1 268 0.813969
2 2 2 2 269 1.96171
2 2 0 0 270 0.272318
2 2 0 1 271 1.20596
1 2 1 1 272 -0.2035
1 1 1 1 273 0.108518
2 0 0 0 274 -0.885389
2 2 0 0 275 0.0669142
0 1 0 2 276 -0.0670053
2 2 1 2 277 0.657914
1 2 0 0 278 0.701594
1 1 0 0 279 -1.0504
2 0 2 2 280 1.99509
2 2 2 1 281 0.689378
2 1 0 0 282 -0.511509
2 2 1 2 283 1.10404
2 2 2 2 284 0.808708
1 2 1 2 285 0.476449
2 2 0 0 286 0.459419
2 2 1 2 287 1.89771
2 0 0 0 288 -1.68905
2 2 2 2 289 1.56091
2 2 2 1 290 2.02731
2 2 0 2 291 -1.10677
2 1 0 0 292 -1.92686
2 2 0 1 293 -0.526613
2 2 0 0 294 -1.44458
0 1 0 0 295 -2.00619
2 2 2 0 296 1.05064
0 0 0 0 297 -2.84722
1 2 0 0 298 0.115337
2 0 2 0 299 -0.479649
2 2 0 0 300 -1.13203
0 2 2 2 301 0.397892
2 2 2 0 302 -0.381322
2 1 2 1 303 1.04333
1 2 2 0 304 0.366227
1 2 0 0 305 -0.805793
0 1 0 0 306 -0.553802
2 2 2 1 307 0.655952
2 2 1 2 308 1.6307
2 2 2 1 309 0.48275
2 0 0 0 310 -1.00168
1 1 0 0 311 -1.36294
2 2 0 0 312 -0.338844
1 2 0 0 313 0.215943
2 0 2 2 314 0.135985
2 2 0 0 315 -0.971217
2 2 2 2 316 1.52091
2 2 2 0 317 -2.22875
2 2 1 1 318 0.728218
2 2 0 0 319 -0.513622
2 2 0 2 320 -0.156449
1 2 0 2 321 0.143141
2 2 1 2 322 1.16949
2 2 0 0 323 -1.24991
0 2 2 2 324 0.858706
0 1 2 2 325 0.0262493
2 2 2 2 326 2.21595
1 2 0 0 327 -0.845877
1 2 2 2 328 0.699105
2 1 0 0 329 -1.09532
1 2 2 2 330 0.631926
2 2 2 2 331 2.70008
2 1 2 1 332 0.511538
2 1 0 0 333 -0.712867
2 2 2 2 334 0.653054
2 2 2 2 335 2.30099
2 2 2 0 336 0.0591512
2 2 1 2 337 1.19704
2 2 2 2 338 1.69704
2 1 1 0 339 -0.418546
2 2 1 2 340 0.498743
0 2 0 2 341 0.442197
2 1 0 0 342 -0.664004
2 2 0 0 343 -1.38304
0 0 1 1 344 -0.00839626
1 2 0 0 345 0.324436
2 0 0 0 346 -1.22111
2 1 0 0 347 -0.887
1 2 2 2 348 0.552539
1 2 0 0 349 -0.0908841
2 2 2 1 350 1.112
1 2 0 2 351 0.702907
0 1 0 0 352 -0.30756
2 2 1 2 353 0.241974
2 0 0 1 354 -0.541515
1 2 0 2 355 -0.282789
2 2 2 2 356 2.45579
2 1 0 1 357 -0.347849
2 2 2 0 358 2.06833
0 0 0 0 359 -1.88886
2 2 2 2 360 1.90243
0 0 0 0 361 -1.26187
0 1 0 1 362 -0.859479
2 2 2 2 363 1.03787
0 1 2 0 364 -1.51281
1 0 0 0 365 -2.1946
2 2 0 0 366 0.0130581
0 2 0 0 367 -2.39556
2 2 0 0 368 0.0194263
2 1 2 0 369 0.87334
2 2 1 2 370 0.138961
2 2 2 2 371 2.40989
2 1 1 0 372 -0.488067
2 2 0 1 373 0.3735
0 2 1 1 374 -0.378965
2 0 0 0 375 -2.15377
2 2 0 0 376 0.64679
2 2 2 1 377 0.167394
2 2 0 0 378 0.837746
2 2 1 0 379 0.0428755
2 2 0 0 380 -1.18204
2 2 1 1 381 0.037305
2 2 2 1 382 1.56366
0 2 2 1 383 0.0620143
2 2 0 0 384 -0.706029
2 2 0 1 385 0.440951
1 2 0 0 386 -0.65746
2 1 0 0 387 -1.44371
2 0 0 0 388 -0.700637
2 2 2 0 389 -0.188283
2 1 2 1 390 0.914122
1 2 2 2 391 1.32283
2 2 0 2 392 -0.520114
0 2 1 1 393 -0.850299
2 2 0 0 394 0.0190734
1 2 2 2 395 1.2672
0 2 0 0 396 -1.0989
2 2 2 0 397 -0.272587
2 2 2 1 398 0.296361
0 2 2 2 399 2.44807
0 2 1 0 400 -1.54241
1 0 0 0 401 -0.580218
2 0 1 1 402 -0.220811
2 2 0 2 403 -0.279548
2 1 0 2 404 0.0663371
1 2 1 0 405 -0.401585
2 2 0 1 406 0.475657
2 2 0 0 407 -1.04735
2 2 2 2 408 0.379204
2 2 0 0 409 -0.763626
2 2 0 0 410 -1.04977
2 2 2 2 411 2.02412
2 2 1 0 412 -0.238567
2 2 0 2 413 0.58952
