1 1 0 1 1 1 1 1 1 1 0 1.69411
0 0 0 1 0 1 0 0 0 1 1 -1.33926
0 1 0 0 1 1 1 0 0 0 2 -0.0399422
1 1 1 1 1 1 1 1 1 1 3 0.832132
1 0 1 1 0 0 1 1 0 0 4 -0.326936
1 0 1 0 0 0 0 1 1 1 5 -0.116669
1 1 1 1 1 1 0 0 1 1 6 0.882444
1 0 1 0 0 1 0 0 0 0 7 -0.638039
1 0 0 0 0 1 0 0 1 0 8 -1.04373
1 1 1 1 0 0 1 1 0 0 9 -0.719119
0 0 1 1 0 0 0 0 0 0 10 -1.32159
1 1 1 1 1 1 1 0 1 1 11 1.28789
1 1 1 1 1 1 0 0 1 0 12 0.275804
0 0 1 1 0 1 0 0 1 0 13 -1.13906
0 0 0 1 0 0 0 1 1 0 14 0.195558
0 1 1 1 1 1 1 0 1 1 15 0.409146
0 1 0 0 0 0 0 0 0 0 16 -0.300615
1 1 1 1 1 0 0 1 1 0 17 0.308986
1 0 1 1 1 1 1 1 1 0 18 1.23811
1 0 1 1 0 0 0 0 0 0 19 -0.283515
1 0 0 1 0 0 1 0 0 1 20 -0.0821992
0 0 0 0 0 0 0 1 0 0 21 -1.6168
1 0 0 1 0 1 0 0 1 1 22 0.0991112
1 1 1 1 1 0 1 1 1 1 23 0.381176
0 0 1 0 0 1 0 1 0 1 24 -0.636192
0 0 1 0 0 0 1 0 0 0 25 -0.711245
1 0 1 1 1 1 1 0 1 1 26 0.916274
1 0 1 1 0 1 1 1 1 0 27 0.910578
0 0 0 0 0 0 0 1 0 1 28 -0.467162
0 1 0 0 0 0 0 0 1 0 29 -0.690134
1 0 1 1 0 1 0 1 1 1 30 0.66251
1 1 0 0 0 1 1 0 0 0 31 -0.898596
1 1 0 1 1 1 1 0 0 0 32 -0.0923102
0 0 1 0 0 0 0 0 1 0 33 -1.33317
0 1 1 1 0 0 1 1 1 0 34 0.70682
0 0 0 0 1 0 0 0 0 1 35 -1.49752
0 1 1 1 0 1 0 0 1 1 36 0.328387
1 1 1 1 1 1 1 1 1 1 37 1.14848
0 1 1 0 0 0 1 1 1 1 38 0.44575
0 0 1 1 0 1 1 0 1 1 39 0.647477
0 1 0 1 0 0 0 0 1 1 40 -0.383593
0 1 0 0 0 0 0 0 0 0 41 -1.96441
0 0 1 1 1 1 0 0 0 1 42 -0.265341
1 0 1 1 1 1 1 1 1 1 43 1.55402
0 1 1 1 0 0 0 0 1 0 44 -0.245727
1 1 0 1 1 1 0 1 1 0 45 0.482875
0 0 1 1 0 0 0 0 0 0 46 -1.80346
0 1 1 1 1 0 1 1 1 0 47 0.276554
0 0 1 1 1 1 1 0 0 1 48 0.636715
1 1 0 1 1 1 1 1 0 1 49 0.526831
1 0 1 0 0 0 0 0 1 1 50 -0.839628
1 0 1 1 1 0 1 1 1 1 51 0.332599
0 0 1 1 0 1 0 0 0 0 52 -0.686039
0 1 1 0 0 1 0 0 1 1 53 0.491575
1 0 0 1 0 1 0 0 0 0 54 -0.50712
0 1 1 0 1 1 0 0 1 0 55 -1.01949
0 1 0 1 0 1 0 0 1 0 56 0.0773299
0 1 1 0 1 1 0 1 1 1 57 -0.322003
1 0 0 1 0 0 1 0 1 0 58 -0.608171
1 1 1 1 1 1 1 1 1 0 59 1.95228
1 1 1 1 1 0 0 0 0 0 60 0.390159
1 1 1 0 0 1 1 1 1 1 61 1.55076
0 0 0 0 1 0 0 0 0 0 62 -1.72028
0 1 1 0 0 1 0 1 0 0 63 -0.048335
0 0 0 1 1 0 0 0 0 1 64 -1.3061
0 1 0 1 0 1 0 0 1 0 65 -0.971431
1 1 1 1 0 0 0 0 0 1 66 0.475929
1 1 0 1 1 0 1 1 1 1 67 1.09324
1 0 0 1 0 0 0 0 0 0 68 0.0327743
1 0 0 0 1 0 0 1 1 0 69 -0.164137
1 1 1 1 1 1 1 1 1 1 70 0.922954
1 1 0 1 0 0 1 0 0 1 71 0.499515
0 0 1 0 0 0 1 0 0 1 72 -2.99013
0 1 1 1 0 0 1 1 1 1 73 0.613712
0 0 0 1 1 1 0 0 1 1 74 -0.696896
1 0 1 0 1 0 0 0 1 0 75 0.241808
0 0 0 0 0 1 0 0 1 0 76 -0.0700872
1 0 1 1 1 1 1 0 1 1 77 0.901782
0 0 1 0 0 1 1 0 1 0 78 0.0831534
0 1 0 1 0 0 0 1 1 1 79 -0.516004
0 0 1 1 1 1 1 1 1 1 80 2.09432
1 0 1 0 1 1 0 0 0 0 81 0.852951
1 0 0 1 0 0 1 0 0 1 82 -0.55478
1 0 1 1 1 1 1 1 1 1 83 1.46287
0 1 1 0 0 0 0 0 1 0 84 -0.706597
0 0 0 0 1 0 1 0 1 0 85 -0.392878
1 1 1 0 0 1 0 0 1 1 86 0.38986
0 1 1 1 0 1 0 0 1 0 87 -0.149727
0 0 0 0 1 1 0 1 0 0 88 -2.55109
0 0 1 0 0 0 0 0 0 0 89 -0.446033
1 1 1 0 0 0 0 1 1 0 90 -0.426044
0 0 1 1 0 0 0 0 0 1 91 0.0245847
0 1 1 1 0 1 1 0 0 1 92 -0.163608
0 0 0 1 1 1 1 0 0 1 93 -0.242766
0 0 1 0 0 0 0 1 1 0 94 -0.587289
0 0 1 0 0 1 0 0 0 1 95 -0.0991624
1 0 0 0 0 1 0 0 0 0 96 -0.662269
0 0 0 0 0 0 0 0 0 0 97 -1.01965
1 1 1 1 1 1 0 1 1 1 98 0.96974
1 1 1 0 0 1 1 0 1 0 99 -0.13348
0 0 1 0 0 0 0 0 0 0 100 -2.70748
0 0 0 0 1 0 1 0 1 1 101 -1.1993
1 0 1 1 1 1 1 1 1 1 102 1.36117
0 0 0 1 0 1 0 0 0 1 103 -0.726401
1 1 1 0 1 1 1 0 1 1 104 0.85879
1 1 1 1 1 1 1 1 1 1 105 1.18802
1 1 1 1 1 1 1 1 1 1 106 1.27294
1 0 1 0 0 1 0 0 0 0 107 -1.09525
0 1 1 1 0 1 0 0 1 0 108 -0.0305021
1 0 0 0 0 0 0 0 1 1 109 -0.0872841
0 1 0 0 1 1 0 0 1 1 110 0.40332
1 1 1 1 1 1 0 1 1 1 111 1.0465
0 1 1 0 1 0 0 0 1 0 112 -0.316699
