0 0 0 1 0 0 0 0 0 1 0 -1.40287
0 0 1 1 1 0 0 0 1 0 1 -0.549746
0 1 1 0 0 0 0 0 0 0 2 -1.04515
1 1 1 1 1 1 1 1 1 1 3 1.58275
0 1 0 0 0 0 0 1 0 0 4 -1.95939
1 0 1 1 1 1 1 1 0 1 5 0.257594
1 1 0 0 0 1 1 0 1 0 6 -0.315292
0 0 0 1 0 0 0 1 1 0 7 -1.50781
1 0 0 0 1 1 1 0 0 0 8 0.071343
1 0 1 1 1 1 0 1 1 1 9 0.858179
0 0 0 0 0 0 0 1 0 0 10 -1.41555
0 0 1 0 0 0 0 0 0 0 11 -2.29231
1 0 0 1 0 1 0 0 1 1 12 0.631902
0 1 1 1 1 0 1 1 0 1 13 0.885829
1 1 0 0 0 1 0 0 0 0 14 -0.903123
1 1 0 1 1 1 0 0 0 0 15 0.0402604
0 1 1 0 1 0 0 0 0 1 16 0.194431
0 0 1 1 1 0 1 0 1 0 17 0.175323
0 1 1 1 1 1 1 1 1 1 18 0.777351
0 1 0 0 0 1 0 0 1 0 19 -0.535249
1 0 1 0 0 0 1 0 1 0 20 -0.442851
1 1 1 0 1 1 1 0 1 1 21 0.171338
0 1 1 1 1 0 1 1 1 1 22 0.924346
1 1 1 1 1 1 1 1 1 1 23 1.7049
0 0 1 1 0 0 0 0 0 1 24 -0.380575
0 0 0 0 0 0 0 0 1 0 25 -1.30486
1 1 1 1 0 0 1 0 0 0 26 -0.437122
0 1 1 1 0 0 0 0 1 0 27 -0.743627
1 1 1 1 1 1 1 1 1 1 28 1.38141
0 0 1 1 0 1 0 0 0 1 29 -0.42645
1 1 0 1 0 0 1 1 1 0 30 -0.369457
0 0 1 1 1 1 1 0 1 1 31 0.0983705
1 1 1 1 1 1 1 1 1 0 32 1.01499
0 1 1 0 0 0 1 0 0 0 33 -1.27322
0 0 1 1 1 1 0 1 1 0 34 -0.2871
0 0 0 0 0 0 0 0 0 1 35 -1.48106
1 0 1 1 1 0 0 1 1 1 36 -0.788105
0 0 0 1 1 1 1 0 1 1 37 -0.0568243
0 1 0 0 0 1 0 0 0 0 38 -1.03891
0 0 1 0 0 1 1 1 1 0 39 0.0677098
0 1 1 1 0 0 0 1 0 0 40 0.538251
1 0 1 1 0 1 0 1 1 1 41 -0.263677
1 1 1 1 1 1 1 1 1 1 42 1.95668
0 1 1 1 1 1 1 1 1 1 43 1.52826
0 1 1 1 0 0 1 0 0 1 44 0.119345
0 0 1 1 1 0 0 0 0 1 45 0.4782
0 1 1 0 0 0 0 0 0 0 46 -0.761948
0 1 1 0 0 0 0 0 1 0 47 -0.857465
0 1 1 0 0 0 1 1 1 0 48 0.0475261
0 1 1 1 1 1 1 1 1 1 49 0.639305
0 1 1 1 0 1 0 0 1 0 50 -0.532462
1 1 1 1 1 1 1 1 1 1 51 3.11483
0 0 1 0 0 0 0 1 0 0 52 -0.425514
1 1 0 1 0 1 1 0 1 1 53 0.345584
1 1 1 1 1 1 1 1 1 0 54 1.7554
0 0 1 0 0 0 1 0 0 0 55 -2.23877
1 0 1 1 0 1 1 1 1 0 56 0.846294
0 1 1 0 0 0 0 0 0 1 57 -0.264193
1 1 1 0 0 0 1 0 1 1 58 0.526478
1 1 1 1 1 1 1 1 1 1 59 2.08673
0 0 0 1 0 0 0 0 0 0 60 -1.9222
0 0 1 1 1 1 1 0 1 0 61 0.983809
1 0 1 1 1 1 1 0 1 0 62 0.330063
1 0 1 1 0 1 1 0 1 1 63 -0.894825
1 1 1 1 1 1 1 0 1 1 64 1.3499
1 0 1 0 0 1 1 0 1 1 65 1.04859
0 0 1 1 1 0 1 0 1 0 66 -0.691191
1 1 1 1 1 1 1 0 1 1 67 1.24568
1 1 1 0 1 0 0 0 1 1 68 -0.727064
1 1 1 1 0 1 1 0 1 1 69 1.28107
0 0 1 1 0 0 0 0 1 1 70 -0.00354562
0 1 0 1 1 0 0 0 1 1 71 -0.799169
1 0 1 0 0 0 1 0 1 1 72 -0.167861
1 1 1 0 0 1 0 0 1 1 73 0.512595
0 0 1 0 0 0 0 0 1 1 74 -0.615492
1 1 1 1 1 0 1 1 0 1 75 1.34634
1 0 1 1 1 0 1 1 1 1 76 1.01594
1 0 0 0 0 0 0 0 1 0 77 -0.743037
0 0 1 0 0 0 0 0 1 1 78 0.436259
0 0 0 1 1 0 0 1 0 0 79 -0.555155
1 0 1 0 0 1 1 0 0 0 80 0.0234928
0 0 1 0 0 0 1 1 1 1 81 -0.14669
1 1 1 1 1 1 1 1 1 0 82 1.83916
1 0 0 1 0 0 1 0 1 0 83 -0.258302
0 1 1 0 1 1 1 1 1 1 84 1.57413
0 0 1 0 0 1 1 0 1 0 85 -0.19399
0 0 1 0 1 0 0 0 1 1 86 -0.527124
1 1 1 1 1 1 1 1 1 0 87 0.7569
1 0 1 0 0 0 1 1 1 0 88 0.0899466
0 0 1 0 0 0 0 0 1 1 89 -0.753429
0 0 1 1 0 1 0 0 0 1 90 -0.190674
1 1 1 1 1 1 1 1 0 0 91 1.68171
1 1 0 0 0 0 0 0 1 0 92 -1.37313
0 0 0 0 0 1 0 1 0 1 93 -0.159084
0 0 1 0 0 0 0 0 0 0 94 -1.57033
1 0 1 1 1 1 0 0 1 0 95 0.0480326
1 0 1 0 0 0 1 0 1 0 96 0.074546
0 0 0 0 0 1 1 0 0 0 97 -1.29522
0 0 1 0 0 0 1 0 0 0 98 -0.232906
0 0 0 0 0 1 0 1 0 1 99 -0.881953
1 0 1 0 0 0 1 1 1 1 100 0.0235502
1 0 1 1 1 1 0 0 0 1 101 -0.955099
0 1 0 1 1 1 0 0 1 0 102 -0.764251
0 0 0 0 0 0 0 0 1 0 103 -0.970285
0 0 0 1 0 1 0 1 0 0 104 -0.172922
1 1 0 1 1 1 0 0 0 0 105 -0.265145
0 1 1 1 1 1 1 1 1 1 106 1.60796
0 0 0 0 0 0 1 0 0 1 107 -1.8835
0 0 1 1 1 1 0 0 0 0 108 -0.483584
0 1 1 1 1 1 0 1 1 1 109 1.1453
1 0 0 0 0 0 0 0 0 1 110 -0.985868
0 1 1 1 1 0 1 0 1 1 111 1.0194
1 1 1 1 1 1 1 1 1 1 112 1.92386
0 1 0 1 0 1 0 0 0 0 113 -1.24496
1 0 1 1 1 1 1 0 1 1 114 1.54552
0 0 0 0 0 0 1 0 1 0 115 -0.442951
0 0 1 0 0 1 0 0 1 0 116 -0.994918
1 0 1 0 0 0 0 0 0 1 117 -1.91844
1 0 1 0 1 1 0 0 1 0 118 0.102302
1 0 1 0 0 0 0 0 0 1 119 -0.408052
1 0 1 1 0 1 0 0 0 1 120 0.361236
0 0 0 0 0 1 1 0 0 0 121 -0.866622
0 1 0 1 0 1 0 0 0 0 122 -1.38566
0 1 1 0 1 0 0 0 1 0 123 -0.937864
0 1 1 0 0 1 0 0 1 1 124 -0.179255
