   0.00000   0.00000   1.00000   0.00000   1.00000   0.00000   0.00000   0.30092   0.51731   0.01615   0.00314   0.08342   0.07850   0.00050   0.00007   2.00000
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.87591   0.03581   0.04702   0.00022   0.04058   0.00023   0.00024   0.00000   1.00000
   0.00000   0.00000   1.00000   1.00000   0.00000   0.00000   0.00000   0.48187   0.14762   0.16590   0.00574   0.17286   0.00727   0.01863   0.00011   1.00000
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.87591   0.03581   0.04702   0.00022   0.04058   0.00023   0.00024   0.00000   1.00000
   1.00000   0.00000   1.00000   0.00000   1.00000   1.00000   0.00000   0.02957   0.41591   0.01364   0.06569   0.05328   0.41018   0.00274   0.00900   2.00000
   0.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   0.00001   0.00067   0.00117   0.11808   0.00015   0.01984   0.02094   0.83914   8.00000
   1.00000   1.00000   0.00000   1.00000   1.00000   1.00000   1.00000   0.00001   0.00010   0.00130   0.01752   0.00112   0.01914   0.15136   0.80945   8.00000
   0.00000   1.00000   0.00000   1.00000   0.00000   0.00000   0.00000   0.22866   0.00935   0.60834   0.00281   0.08203   0.00046   0.06831   0.00005   3.00000
   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   1.00000   0.07106   0.12797   0.03203   0.01738   0.23232   0.48724   0.02633   0.00567   6.00000
   1.00000   1.00000   1.00000   0.00000   0.00000   1.00000   1.00000   0.00145   0.02863   0.04354   0.78297   0.00517   0.02970   0.03888   0.06966   4.00000
   1.00000   1.00000   0.00000   1.00000   0.00000   0.00000   0.00000   0.12498   0.00511   0.33250   0.00153   0.29140   0.00164   0.24265   0.00019   3.00000
   0.00000   1.00000   0.00000   1.00000   0.00000   0.00000   0.00000   0.22866   0.00935   0.60834   0.00281   0.08203   0.00046   0.06831   0.00005   3.00000
   0.00000   0.00000   1.00000   0.00000   0.00000   1.00000   0.00000   0.22580   0.56599   0.10414   0.08939   0.01046   0.00360   0.00054   0.00008   2.00000
   1.00000   0.00000   0.00000   1.00000   1.00000   1.00000   1.00000   0.00005   0.00068   0.00114   0.01541   0.00758   0.13009   0.13312   0.71192   8.00000
   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.71458   0.02921   0.03836   0.00018   0.21518   0.00121   0.00129   0.00000   1.00000
   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   0.62570   0.14354   0.03359   0.00087   0.17347   0.02178   0.00104   0.00002   1.00000
   0.00000   1.00000   0.00000   0.00000   1.00000   1.00000   0.00000   0.10580   0.19858   0.37705   0.24236   0.02933   0.03013   0.01164   0.00511   3.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   0.00000   1.00000   0.00010   0.00140   0.00231   0.00939   0.01701   0.26734   0.26864   0.43381   8.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   0.00000   0.00012   0.00020   0.02022   0.00017   0.02208   0.02330   0.93390   8.00000
   1.00000   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.56359   0.02304   0.23378   0.00108   0.16972   0.00095   0.00784   0.00001   1.00000
   0.00000   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.66387   0.02714   0.27537   0.00127   0.03076   0.00017   0.00142   0.00000   1.00000
   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.71458   0.02921   0.03836   0.00018   0.21518   0.00121   0.00129   0.00000   1.00000
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.87591   0.03581   0.04702   0.00022   0.04058   0.00023   0.00024   0.00000   1.00000
   0.00000   1.00000   0.00000   1.00000   0.00000   0.00000   0.00000   0.22866   0.00935   0.60834   0.00281   0.08203   0.00046   0.06831   0.00005   3.00000
   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.71458   0.02921   0.03836   0.00018   0.21518   0.00121   0.00129   0.00000   1.00000
   0.00000   0.00000   1.00000   0.00000   1.00000   0.00000   1.00000   0.01381   0.18640   0.00623   0.02532   0.04516   0.70971   0.00512   0.00826   6.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   0.00000   0.00012   0.00020   0.02022   0.00017   0.02208   0.02330   0.93390   8.00000
   1.00000   0.00000   1.00000   1.00000   1.00000   1.00000   1.00000   0.00001   0.00077   0.00017   0.01757   0.00115   0.14833   0.02025   0.81173   8.00000
