1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1.69411 0.135513 0.1483 1.42066 -1.08799 0.538418 -0.708205 0.277416
0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 1 1 0 1 1 -1.33926 -0.653027 -0.806594 -0.863741 -0.388191 1.05986 -1.3534 0.669612
1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 2 -0.0399422 0.945608 -0.650682 -0.302138 0.369741 0.138343 1.17735 0.0814289
1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 0.832132 0.849646 -0.651167 0.271315 -0.850785 -0.121547 -0.717341 -0.772724
1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 -0.326936 1.75285 1.07849 0.693102 -1.2473 1.16842 0.978029 -0.966789
0 0 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 5 -0.116669 -0.588952 -0.035246 1.549 2.56489 -1.52884 -0.513654 0.0327113
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 6 0.882444 0.328611 -0.349245 0.629171 0.498063 0.461315 -0.483093 -0.379586
1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 7 -0.638039 -0.512055 0.84943 0.474771 -1.44275 0.913939 0.094462 0.639754
0 0 0 1 1 1 0 1 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 8 -1.04373 0.565652 0.707745 -0.373288 1.3783 0.102935 -0.686654 0.20465
0 1 1 1 1 0 0 0 0 1 1 0 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9 -0.719119 0.730754 -1.12767 -0.183545 0.881095 1.04517 0.325161 0.272516
0 1 0 1 1 0 0 0 0 1 0 1 1 1 0 1 1 1 1 1 1 0 0 0 1 0 1 1 0 0 1 1 1 1 1 10 -1.32159 0.658235 0.050051 0.749324 1.49103 -0.678529 -0.957421 1.46583
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 11 1.28789 1.66667 0.349767 -0.022752 -0.0612251 1.85839 0.390843 0.0887613
1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 12 0.275804 1.02674 0.45038 0.139561 -0.772889 0.560112 0.718198 0.0622432
1 1 1 1 1 0 0 1 0 1 1 0 1 0 0 0 1 0 0 0 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 13 -1.13906 0.548976 0.413122 0.168683 -0.288377 1.82824 -1.03758 1.01811
1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 14 0.195558 0.0932337 2.01567 -0.386432 -1.0732 -1.35019 0.273037 0.382436
