0 1 0 1 1 1 1 0 -0.403052 -0.866586 0.371459 1.7751 
0 0 0 0 0 0 1 1 -0.403052 -0.866586 -1.82526 -2.21995 
0 0 0 1 0 0 1 2 -0.403052 -0.866586 -0.373086 0.18653 
0 0 0 1 0 0 1 3 -0.403052 -0.866586 -0.205634 -0.88878 
0 0 1 0 0 0 1 4 -0.403052 -0.866586 0.424426 -0.58888 
1 0 1 1 0 0 1 5 -0.403052 -0.866586 0.731679 -0.66014 
1 1 1 1 1 1 1 6 -0.403052 -0.866586 1.54976 1.34413 
0 0 0 0 0 0 1 7 -0.403052 -0.866586 -0.857208 -0.585349 
0 0 0 0 0 0 1 8 -0.403052 -0.866586 -2.40755 -1.23567 
0 1 1 0 1 0 1 9 -0.403052 -0.866586 0.245082 -0.524477 
0 0 1 0 0 0 1 10 -0.403052 -0.866586 0.108988 -0.629269 
0 1 0 0 0 0 1 11 -0.403052 -0.866586 -0.499028 -0.410771 
0 0 1 0 0 0 1 12 -0.403052 -0.866586 -0.278103 -0.985175 
0 0 1 0 0 0 1 13 -0.403052 -0.866586 -0.459924 0.0381285 
0 0 0 0 0 0 1 14 -0.403052 -0.866586 -0.582577 -1.02301 
0 0 0 0 0 0 1 15 -0.403052 -0.866586 -2.68386 -1.42833 
1 1 1 1 1 0 1 16 -0.403052 -0.866586 -1.01189 0.56013 
0 0 0 0 0 0 1 17 -0.403052 -0.866586 0.35947 -0.81022 
0 1 1 0 0 0 1 18 -0.403052 -0.866586 0.686487 1.76504 
0 0 1 1 0 1 1 19 -0.403052 -0.866586 -0.598345 -0.0208691 
0 1 0 1 1 1 2 20 1.48399 1.12589 -0.656172 1.32293 
0 0 1 1 1 1 2 21 1.48399 1.12589 -1.42193 -0.512637 
0 0 0 0 0 0 2 22 1.48399 1.12589 -2.93353 -2.29287 
1 1 1 1 0 0 2 23 1.48399 1.12589 0.320224 -0.259352 
0 0 1 1 0 1 2 24 1.48399 1.12589 -1.18517 -0.861081 
1 1 1 1 0 0 2 25 1.48399 1.12589 -0.0742593 -0.750182 
1 1 1 1 1 1 2 26 1.48399 1.12589 0.892347 0.737229 
1 1 1 1 0 1 2 27 1.48399 1.12589 -0.54468 0.534905 
0 0 1 1 0 0 2 28 1.48399 1.12589 -1.0974 -1.17788 
0 1 1 1 0 1 2 29 1.48399 1.12589 -1.41626 0.2594 
1 1 1 1 1 0 2 30 1.48399 1.12589 -0.0706991 0.595065 
1 1 1 1 0 0 2 31 1.48399 1.12589 -0.503415 -1.45023 
0 0 1 1 1 1 2 32 1.48399 1.12589 -1.31389 -0.255191 
0 0 1 1 0 1 2 33 1.48399 1.12589 -1.09693 0.203299 
1 1 1 1 1 1 2 34 1.48399 1.12589 1.09066 0.96281 
0 0 0 1 0 0 2 35 1.48399 1.12589 -1.58489 0.217971 
1 1 1 1 0 0 2 36 1.48399 1.12589 0.104796 -1.93751 
1 1 1 1 0 1 2 37 1.48399 1.12589 0.487887 -0.36169 
1 1 1 1 0 0 2 38 1.48399 1.12589 0.741902 -0.0833583 
1 1 0 1 0 1 2 39 1.48399 1.12589 -0.439486 -2.03459 
0 1 1 1 0 1 3 40 0.285288 -0.778277 0.205721 0.186205 
0 0 0 0 0 0 3 41 0.285288 -0.778277 -2.20249 -0.822554 
0 0 1 0 0 1 3 42 0.285288 -0.778277 -1.02307 -0.315981 
0 1 1 1 0 0 3 43 0.285288 -0.778277 0.696861 0.220267 
1 1 1 1 0 0 3 44 0.285288 -0.778277 2.52186 -0.627859 
0 0 1 0 0 0 3 45 0.285288 -0.778277 -2.11049 -1.10744 
0 0 1 0 0 0 3 46 0.285288 -0.778277 0.128188 -1.04996 
0 1 1 1 0 0 3 47 0.285288 -0.778277 0.611005 0.212397 
0 0 0 0 0 0 3 48 0.285288 -0.778277 -1.53463 -1.04273 
1 0 1 0 0 0 3 49 0.285288 -0.778277 0.752156 -1.22717 
1 1 1 1 0 0 3 50 0.285288 -0.778277 2.2273 1.94537 
0 1 1 0 0 0 3 51 0.285288 -0.778277 0.879878 0.353786 
0 0 1 0 0 0 3 52 0.285288 -0.778277 -0.459784 -0.440722 
1 1 1 1 0 1 3 53 0.285288 -0.778277 1.25015 0.772094 
1 1 1 1 0 1 3 54 0.285288 -0.778277 0.63667 0.518093 
1 1 1 0 0 0 3 55 0.285288 -0.778277 1.49041 -0.492025 
0 0 0 0 0 1 3 56 0.285288 -0.778277 -1.69484 -2.27546 
1 1 1 1 0 0 3 57 0.285288 -0.778277 2.01439 1.57108 
1 0 1 1 0 1 3 58 0.285288 -0.778277 0.483312 1.51228 
0 1 1 1 0 1 3 59 0.285288 -0.778277 0.0549738 0.606668 
0 0 0 0 0 1 4 60 -0.711564 -0.461949 -1.22113 -1.40021 
1 0 0 1 1 1 4 61 -0.711564 -0.461949 1.02531 0.499427 
0 0 1 1 0 0 4 62 -0.711564 -0.461949 0.0901138 0.534039 
0 0 1 1 1 1 4 63 -0.711564 -0.461949 -0.352432 0.075396 
1 1 1 0 0 1 4 64 -0.711564 -0.461949 2.04601 0.161731 
0 0 0 1 1 0 4 65 -0.711564 -0.461949 0.335855 0.649393 
0 0 1 1 0 1 4 66 -0.711564 -0.461949 0.0252213 0.581361 
0 0 1 1 0 1 4 67 -0.711564 -0.461949 0.499888 0.477267 
0 0 0 1 0 0 4 68 -0.711564 -0.461949 -0.639268 -1.37013 
0 0 1 1 0 0 4 69 -0.711564 -0.461949 -0.0523523 0.220299 
0 0 1 0 0 0 4 70 -0.711564 -0.461949 -0.81354 -1.15291 
0 0 0 0 0 0 4 71 -0.711564 -0.461949 -0.784616 -0.554362 
0 0 0 0 0 1 4 72 -0.711564 -0.461949 -1.12001 -0.48249 
0 0 1 1 1 0 4 73 -0.711564 -0.461949 1.17898 0.426146 
0 0 0 0 0 1 4 74 -0.711564 -0.461949 -1.41415 -1.42741 
0 1 1 1 0 1 4 75 -0.711564 -0.461949 0.352803 0.518336 
0 0 1 1 0 0 4 76 -0.711564 -0.461949 -1.33372 0.806821 
1 0 0 1 1 0 4 77 -0.711564 -0.461949 0.985029 1.58236 
0 0 0 0 0 1 4 78 -0.711564 -0.461949 0.905505 0.0883579 
0 1 1 0 1 0 4 79 -0.711564 -0.461949 1.35445 0.110179 
0 0 1 1 0 1 5 80 -0.45915 -1.04984 0.183925 0.428999 
0 0 0 1 0 1 5 81 -0.45915 -1.04984 -1.21092 1.07605 
0 0 0 0 0 0 5 82 -0.45915 -1.04984 -1.30208 -0.270466 
0 0 1 0 0 0 5 83 -0.45915 -1.04984 -1.3567 -0.278287 
0 0 1 0 0 0 5 84 -0.45915 -1.04984 -1.45317 -1.71217 
1 1 1 1 0 1 5 85 -0.45915 -1.04984 1.28026 1.13381 
1 1 1 1 0 0 5 86 -0.45915 -1.04984 2.25134 1.27243 
1 1 1 1 0 1 5 87 -0.45915 -1.04984 1.95683 1.45273 
0 0 1 0 0 0 5 88 -0.45915 -1.04984 0.826882 -0.17544 
0 0 0 0 0 1 5 89 -0.45915 -1.04984 -1.85728 -0.309921 
0 0 0 0 0 0 5 90 -0.45915 -1.04984 -0.516855 -0.159524 
1 1 1 1 0 0 5 91 -0.45915 -1.04984 0.84969 0.920517 
0 0 1 1 1 0 5 92 -0.45915 -1.04984 -0.228668 0.782112 
0 0 1 0 0 0 5 93 -0.45915 -1.04984 0.28094 -2.07995 
0 0 1 0 0 0 5 94 -0.45915 -1.04984 -0.347907 -0.40511 
0 0 0 0 0 0 5 95 -0.45915 -1.04984 -2.63306 -1.62224 
0 1 0 1 0 0 5 96 -0.45915 -1.04984 0.729283 1.13827 
1 1 1 0 0 1 5 97 -0.45915 -1.04984 2.34992 -0.284877 
1 1 1 0 0 0 5 98 -0.45915 -1.04984 1.82115 0.062831 
1 0 0 0 0 0 5 99 -0.45915 -1.04984 0.40292 -0.847314 
0 0 0 0 0 0 6 100 0.367882 -0.287776 -0.797205 -0.765312 
0 0 0 1 1 1 6 101 0.367882 -0.287776 0.0170258 0.538353 
1 0 1 1 0 1 6 102 0.367882 -0.287776 0.754768 0.539201 
1 1 1 1 0 1 6 103 0.367882 -0.287776 0.574657 1.36625 
0 0 0 0 0 0 6 104 0.367882 -0.287776 -2.21559 -1.02013 
0 0 0 1 0 0 6 105 0.367882 -0.287776 -0.872451 -0.739944 
1 1 0 1 1 1 6 106 0.367882 -0.287776 1.13905 1.10409 
0 1 1 0 0 0 6 107 0.367882 -0.287776 0.727867 -0.393035 
